text,formica_label
"What is Jammu & Kashmir Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What products and services does Bank of Baroda offer, and which customer segments does it serve?",F_Simple
What are Canara Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
What was RBL Bank's CASA ratio in the most recently reported quarter?,F_Simple
"Compare the net interest margin of Bank of Baroda and Canara Bank. Which is stronger, and by how much?",F_CompMore
"What is Karnataka Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
What are Dhanlaxmi Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
What are ICICI Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"What is Bank of India's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
What was CSB Bank's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
What is the single primary source cited for Ujjivan Small Finance Bank's most recent financial metrics in this dataset?,F_Simple
"Does City Union Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
"What customer segment does Indian Overseas Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
What are IDBI Bank's gross NPA and net NPA ratios?,F_Simple
"What credit ratings has Karnataka Bank received, and from which rating agencies?",F_Simple
"What products and services does HDFC Bank offer, and which customer segments does it serve?",F_Simple
"What is Yes Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What percentage of Central Bank of India is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
What is Axis Bank's ticker symbol and on which exchange(s) does it trade?,F_Simple
"What customer segment does Bank of Baroda appear to prioritize most, based on its product mix and distribution network?",F_Simple
What was Union Bank of India's CASA ratio in the most recently reported quarter?,F_Simple
"What is Utkarsh Small Finance Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
What is the biggest threat facing ICICI Bank according to the analysis?,F_Simple
"What credit, market, operational or regulatory risks is Canara Bank exposed to?",F_LogUnion
What are ESAF Small Finance Bank's gross NPA and net NPA ratios?,F_Simple
What was Punjab & Sind Bank's CASA ratio in the most recently reported quarter?,F_Simple
"What technology platform, digital channel, or core banking system is specifically associated with Canara Bank?",F_LogUnion
"What is Union Bank of India's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What is Indian Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"Roughly how many branches and ATMs does ESAF Small Finance Bank operate, and as of what date?",F_QuantCount
What is Kotak Mahindra Bank's net interest margin (NIM) for the latest reported period?,F_Simple
What was Union Bank of India's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
"What conflicting gross NPA figures are reported for Suryoday Small Finance Bank, and what are the two values?",F_Simple
"Across all 39 listed Indian banks in this dataset, which report the highest net interest income?",F_GlobalRank
"Does Axis Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
"What percentage of IDFC First Bank is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
"Across all 39 listed Indian banks in this dataset, which report the highest year-on-year advances growth?",F_GlobalRank
What are UCO Bank's gross NPA and net NPA ratios?,F_Simple
What is the main weakness or vulnerability flagged for ICICI Bank?,F_LogUnion
"What customer segment does Karnataka Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
"What is Bank of Baroda's provision coverage ratio, and what does that imply about its NPA cushion?",F_Simple
"What is Axis Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What customer segment does Jammu & Kashmir Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
What is the biggest threat facing DCB Bank according to the analysis?,F_Simple
What is the biggest threat facing Central Bank of India according to the analysis?,F_Simple
What are Jana Small Finance Bank's gross NPA and net NPA ratios?,F_Simple
"Roughly how many branches and ATMs does City Union Bank operate, and as of what date?",F_QuantCount
"What credit ratings has IDBI Bank received, and from which rating agencies?",F_Simple
"What customer segment does Axis Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
"What credit, market, operational or regulatory risks is Equitas Small Finance Bank exposed to?",F_LogUnion
"What is Punjab & Sind Bank's primary competitive advantage, and how strong is the evidence behind that claim?",F_Simple
Which banks explicitly mention Basel III capital norms as a regulatory dependency?,F_Simple
What is DCB Bank's net interest margin (NIM) for the latest reported period?,F_Simple
What was Bank of Maharashtra's CASA ratio in the most recently reported quarter?,F_Simple
"What is Federal Bank's primary competitive advantage, and how strong is the evidence behind that claim?",F_Simple
What was Punjab & Sind Bank's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
"Compare the return on equity of Bank of Baroda and Canara Bank. Which is stronger, and by how much?",F_CompMore
"What credit ratings has Indian Bank received, and from which rating agencies?",F_Simple
"Which banks rely most heavily on a single flagship digital platform (e.g., YONO) as a strategic differentiator?",F_Simple
"Compare the return on equity of Bank of Baroda and Punjab National Bank. Which is stronger, and by how much?",F_CompMore
"What is Dhanlaxmi Bank's provision coverage ratio, and what does that imply about its NPA cushion?",F_Simple
Which banks have a BOBCARD-style or dedicated card-issuing subsidiary?,F_LogUnion
"Does Yes Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
How does the dataset treat a figure that appeared internally inconsistent across sources?,F_Simple
"What products and services does Dhanlaxmi Bank offer, and which customer segments does it serve?",F_Simple
Which banks have been rated by India Ratings or Fitch directly?,F_LogUnion
What is ICICI Bank's ticker symbol and on which exchange(s) does it trade?,F_Simple
What is the single primary source cited for Suryoday Small Finance Bank's most recent financial metrics in this dataset?,F_Simple
What is the biggest threat facing Karnataka Bank according to the analysis?,F_Simple
"What is Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",F_CompToGroupAverage
What is RBL Bank's net interest margin (NIM) for the latest reported period?,F_Simple
"What percentage of ICICI Bank is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
"Compare the net interest margin of Canara Bank and Union Bank of India. Which is stronger, and by how much?",F_CompMore
What is IndusInd Bank's ticker symbol and on which exchange(s) does it trade?,F_Simple
Who are Bank of Maharashtra's main named competitors?,F_Simple
Which banks are named as competitors of HDFC Bank and ICICI Bank in this dataset?,F_Simple
"What customer segment does Bank of Maharashtra appear to prioritize most, based on its product mix and distribution network?",F_Simple
"What is Suryoday Small Finance Bank's cost-to-income ratio, and how does it compare with the average for its segment?",F_CompToGroupAverage
What are Ujjivan Small Finance Bank's gross NPA and net NPA ratios?,F_Simple
"Does Suryoday Small Finance Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
What was CSB Bank's CASA ratio in the most recently reported quarter?,F_Simple
What was Bank of Maharashtra's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
"What credit, market, operational or regulatory risks is Suryoday Small Finance Bank exposed to?",F_LogUnion
"What is CSB Bank's primary competitive advantage, and how strong is the evidence behind that claim?",F_Simple
"Roughly how many branches and ATMs does Karur Vysya Bank operate, and as of what date?",F_QuantCount
"What is Suryoday Small Finance Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
What was Karnataka Bank's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
What are Federal Bank's gross NPA and net NPA ratios?,F_Simple
"What is Kotak Mahindra Bank's cost-to-income ratio, and how does it compare with the average for its segment?",F_CompToGroupAverage
"What credit, market, operational or regulatory risks is Karnataka Bank exposed to?",F_LogUnion
What is the key strength identified for Jammu & Kashmir Bank in the current analysis?,F_Simple
"What credit, market, operational or regulatory risks is Bank of Baroda exposed to?",F_LogUnion
What is the biggest threat facing State Bank of India according to the analysis?,F_Simple
"How would a slowdown in India's GDP growth be expected to affect Small Finance Banks versus larger universal banks, based on the drivers described?",F_CompMore
"What is Tamilnad Mercantile Bank's provision coverage ratio, and what does that imply about its NPA cushion?",F_Simple
What is the main weakness or vulnerability flagged for Tamilnad Mercantile Bank?,F_LogUnion
"Roughly how many branches and ATMs does AU Small Finance Bank operate, and as of what date?",F_QuantCount
"What is Bandhan Bank's primary competitive advantage, and how strong is the evidence behind that claim?",F_Simple
"Compare the return on equity of IDFC First Bank and Federal Bank. Which is stronger, and by how much?",F_CompMore
"What credit, market, operational or regulatory risks is Bank of Maharashtra exposed to?",F_LogUnion
"Compare the net interest margin of ICICI Bank and Kotak Mahindra Bank. Which is stronger, and by how much?",F_CompMore
"What is Equitas Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?",F_Simple
What is the biggest threat facing South Indian Bank according to the analysis?,F_Simple
What is the key strength identified for Punjab National Bank in the current analysis?,F_Simple
"What is IDBI Bank's provision coverage ratio, and what does that imply about its NPA cushion?",F_Simple
"What percentage of Tamilnad Mercantile Bank is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
"Compare the CASA ratio of State Bank of India and Bank of Baroda. Which is stronger, and by how much?",F_CompMore
What are Yes Bank's gross NPA and net NPA ratios?,F_Simple
Which banks explicitly flag continued regulatory support (RBI or Ministry of Finance) as a named dependency?,F_LogUnion
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Utkarsh Small Finance Bank?",F_Simple
What is CSB Bank's net interest margin (NIM) for the latest reported period?,F_Simple
What was South Indian Bank's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
"What is Indian Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
"What is Karnataka Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What is Ujjivan Small Finance Bank's cost-to-income ratio, and how does it compare with the average for its segment?",F_CompToGroupAverage
Which banks explicitly flag margin as being driven by their CASA/deposit mix?,F_Simple
"What customer segment does IDBI Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
"What is Karur Vysya Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What percentage of DCB Bank is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
"Compare the CASA ratio of Jana Small Finance Bank and AU Small Finance Bank. Which is stronger, and by how much?",F_CompMore
What is Indian Overseas Bank's ticker symbol and on which exchange(s) does it trade?,F_Simple
"Which banks have been rated by ICRA, and what ratings did they receive?",F_Simple
"Compare the gross NPA ratio of Axis Bank and IDFC First Bank. Which is stronger, and by how much?",F_CompMore
What are Punjab National Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"Compare the gross NPA ratio of IndusInd Bank and Yes Bank. Which is stronger, and by how much?",F_CompMore
Which banks have a note about board leadership (Chairman or MD & CEO) marked as unconfirmed in this dataset?,F_LogUnion
What are Tamilnad Mercantile Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"Roughly how many branches and ATMs does DCB Bank operate, and as of what date?",F_QuantCount
What are IndusInd Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
What is the main weakness or vulnerability flagged for Kotak Mahindra Bank?,F_LogUnion
"Roughly how many branches and ATMs does Axis Bank operate, and as of what date?",F_QuantCount
"What is South Indian Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
What is Central Bank of India's net interest margin (NIM) for the latest reported period?,F_Simple
"Compare the return on equity of Tamilnad Mercantile Bank and CSB Bank. Which is stronger, and by how much?",F_CompMore
"Compare the CASA ratio of State Bank of India and HDFC Bank. Which is stronger, and by how much?",F_CompMore
"Across all 39 listed Indian banks in this dataset, which report the highest gross NPA ratio?",F_GlobalRank
What is Yes Bank's net interest margin (NIM) for the latest reported period?,F_Simple
"What is Central Bank of India's cost-to-income ratio, and how does it compare with the average for its segment?",F_CompToGroupAverage
What was DCB Bank's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
"What customer segment does Union Bank of India appear to prioritize most, based on its product mix and distribution network?",F_Simple
Who are Union Bank of India's main named competitors?,F_Simple
"Across all 39 listed Indian banks in this dataset, which report the highest cost-to-income ratio?",F_GlobalRank
"What credit ratings has ESAF Small Finance Bank received, and from which rating agencies?",F_Simple
What is the main weakness or vulnerability flagged for Indian Bank?,F_LogUnion
"Across all 39 listed Indian banks in this dataset, which report the highest return on assets?",F_GlobalRank
What is the biggest threat facing Suryoday Small Finance Bank according to the analysis?,F_Simple
"Roughly how many branches and ATMs does State Bank of India operate, and as of what date?",F_QuantCount
"Across all 39 listed Indian banks in this dataset, which report the lowest year-on-year net profit growth?",F_GlobalRank
"What is Jana Small Finance Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What is IndusInd Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What products and services does Union Bank of India offer, and which customer segments does it serve?",F_Simple
Which banks source their financial metrics primarily from Q1 FY27 (quarter ended June 2026) investor disclosures?,F_Simple
"What customer segment does Canara Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
"What products and services does Karur Vysya Bank offer, and which customer segments does it serve?",F_Simple
"Compare the CASA ratio of Utkarsh Small Finance Bank and Suryoday Small Finance Bank. Which is stronger, and by how much?",F_CompMore
Which banks have metrics sourced from a single secondary source flagged as lower-confidence?,F_CompLess
What is the biggest threat facing IDBI Bank according to the analysis?,F_Simple
What is the single primary source cited for Punjab National Bank's most recent financial metrics in this dataset?,F_Simple
"Which credit rating agencies are referenced across this dataset, and which agency is affiliated with Fitch?",F_Simple
What is IDFC First Bank's net interest margin (NIM) for the latest reported period?,F_Simple
"Compare the CASA ratio of Tamilnad Mercantile Bank and CSB Bank. Which is stronger, and by how much?",F_CompMore
"Compare the return on equity of ICICI Bank and Axis Bank. Which is stronger, and by how much?",F_CompMore
"Compare the net interest margin of ICICI Bank and Axis Bank. Which is stronger, and by how much?",F_CompMore
"What is Punjab National Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
"What technology platform, digital channel, or core banking system is specifically associated with Punjab National Bank?",F_LogUnion
"Compare the net interest margin of Tamilnad Mercantile Bank and CSB Bank. Which is stronger, and by how much?",F_CompMore
What are Ujjivan Small Finance Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"Which banks disclose a Chairman separate from the MD & CEO role, and which combine the roles?",F_Simple
What reporting period do most of the financial figures in this dataset refer to?,F_Simple
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Karur Vysya Bank?",F_Simple
What is the key strength identified for CSB Bank in the current analysis?,F_Simple
What are RBL Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"What credit, market, operational or regulatory risks is ESAF Small Finance Bank exposed to?",F_LogUnion
"What is Kotak Mahindra Bank's primary competitive advantage, and how strong is the evidence behind that claim?",F_Simple
"What is Tamilnad Mercantile Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
What is the single primary source cited for ICICI Bank's most recent financial metrics in this dataset?,F_Simple
"What customer segment does Punjab & Sind Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
What is the single primary source cited for Dhanlaxmi Bank's most recent financial metrics in this dataset?,F_Simple
"What is DCB Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
What is the biggest threat facing Indian Overseas Bank according to the analysis?,F_Simple
"Compare the gross NPA ratio of Federal Bank and South Indian Bank. Which is stronger, and by how much?",F_CompMore
"What products and services does Indian Bank offer, and which customer segments does it serve?",F_Simple
What was Federal Bank's CASA ratio in the most recently reported quarter?,F_Simple
What is the main weakness or vulnerability flagged for Karnataka Bank?,F_LogUnion
"What credit ratings has CSB Bank received, and from which rating agencies?",F_Simple
"What credit ratings has Bank of Maharashtra received, and from which rating agencies?",F_Simple
"What customer segment does IDFC First Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
What is the main weakness or vulnerability flagged for Jammu & Kashmir Bank?,F_LogUnion
What is the single primary source cited for Federal Bank's most recent financial metrics in this dataset?,F_Simple
"Roughly how many branches and ATMs does IDBI Bank operate, and as of what date?",F_QuantCount
Which Small Finance Banks have secured banking-license upgrades or new approvals recently?,F_LogUnion
What is the main weakness or vulnerability flagged for HDFC Bank?,F_LogUnion
"What technology platform, digital channel, or core banking system is specifically associated with Bank of India?",F_LogUnion
"Which banks are headquartered in South India generally (Tamil Nadu, Karnataka, Kerala)?",F_Simple
What are CSB Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Ujjivan Small Finance Bank?",F_Simple
What is Indian Bank's net interest margin (NIM) for the latest reported period?,F_Simple
How do Small Finance Banks as a group compare to Private Sector Banks on net interest margin?,F_GroupAggregate
"What is Punjab & Sind Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
What is the biggest threat facing HDFC Bank according to the analysis?,F_Simple
What is the key strength identified for Ujjivan Small Finance Bank in the current analysis?,F_Simple
Which banks are most exposed to funding-cost risk from a declining CASA ratio?,F_Simple
What was Bank of India's CASA ratio in the most recently reported quarter?,F_Simple
"What credit ratings has Punjab & Sind Bank received, and from which rating agencies?",F_Simple
"Compare the CASA ratio of ICICI Bank and Kotak Mahindra Bank. Which is stronger, and by how much?",F_CompMore
What is IDBI Bank's net interest margin (NIM) for the latest reported period?,F_Simple
What was Dhanlaxmi Bank's CASA ratio in the most recently reported quarter?,F_Simple
What are Punjab & Sind Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"Which regulator(s) oversee every bank in this dataset, and what specific powers do they exercise (licensing, capital norms, disclosure)?",F_Simple
"What is UCO Bank's cost-to-income ratio, and how does it compare with the average for its segment?",F_CompToGroupAverage
What was IDFC First Bank's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
"What credit, market, operational or regulatory risks is Central Bank of India exposed to?",F_LogUnion
"What percentage of Karur Vysya Bank is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
"Does RBL Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
"What is Canara Bank's primary competitive advantage, and how strong is the evidence behind that claim?",F_Simple
What is Jammu & Kashmir Bank's net interest margin (NIM) for the latest reported period?,F_Simple
"What customer segment does HDFC Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
Who are DCB Bank's main named competitors?,F_Simple
What is the key strength identified for Equitas Small Finance Bank in the current analysis?,F_Simple
"Compare the gross NPA ratio of RBL Bank and Bandhan Bank. Which is stronger, and by how much?",F_CompMore
What is the key strength identified for Axis Bank in the current analysis?,F_Simple
Who are Yes Bank's main named competitors?,F_Simple
How does the RBI repo rate influence net interest margin across the banks in this dataset?,F_Simple
"What credit ratings has Jana Small Finance Bank received, and from which rating agencies?",F_Simple
What is the main weakness or vulnerability flagged for RBL Bank?,F_LogUnion
"Compare the CASA ratio of IndusInd Bank and Yes Bank. Which is stronger, and by how much?",F_CompMore
"What credit, market, operational or regulatory risks is CSB Bank exposed to?",F_LogUnion
"Across all 39 listed Indian banks in this dataset, which report the lowest capital adequacy ratio (CRAR)?",F_GlobalRank
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of DCB Bank?",F_Simple
What was Canara Bank's CASA ratio in the most recently reported quarter?,F_Simple
"What is Punjab National Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What percentage of RBL Bank is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
What was ESAF Small Finance Bank's total advances (loan book) and deposit growth in the latest quarter?,F_Simple
What is Punjab & Sind Bank's net interest margin (NIM) for the latest reported period?,F_Simple
"What is Jammu & Kashmir Bank's provision coverage ratio, and what does that imply about its NPA cushion?",F_Simple
Which Private Sector Bank has the highest CASA ratio?,F_GlobalRank
What was State Bank of India's CASA ratio in the most recently reported quarter?,F_Simple
"Across all 39 listed Indian banks in this dataset, which report the highest return on equity?",F_GlobalRank
What is the main weakness or vulnerability flagged for Karur Vysya Bank?,F_LogUnion
"What is Bank of Baroda's cost-to-income ratio, and how does it compare with the average for its segment?",F_CompToGroupAverage
"What is IDBI Bank's primary competitive advantage, and how strong is the evidence behind that claim?",F_Simple
"Across all 39 listed Indian banks in this dataset, which report the lowest year-on-year deposit growth?",F_GlobalRank
"Compare the return on equity of DCB Bank and Karnataka Bank. Which is stronger, and by how much?",F_CompMore
"What is Punjab National Bank's provision coverage ratio, and what does that imply about its NPA cushion?",F_Simple
"Roughly how many branches and ATMs does Utkarsh Small Finance Bank operate, and as of what date?",F_QuantCount
"Does Bandhan Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
What was Utkarsh Small Finance Bank's CASA ratio in the most recently reported quarter?,F_Simple
"Does Federal Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
What is Indian Overseas Bank's net interest margin (NIM) for the latest reported period?,F_Simple
"Compare the CASA ratio of Federal Bank and South Indian Bank. Which is stronger, and by how much?",F_CompMore
What is the main weakness or vulnerability flagged for Union Bank of India?,F_LogUnion
"What customer segment does Ujjivan Small Finance Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
"Compare the gross NPA ratio of Utkarsh Small Finance Bank and Suryoday Small Finance Bank. Which is stronger, and by how much?",F_CompMore
"What is IDBI Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
"Across all 39 listed Indian banks in this dataset, which report the lowest year-on-year advances growth?",F_GlobalRank
What is the single primary source cited for AU Small Finance Bank's most recent financial metrics in this dataset?,F_Simple
"What products and services does IDFC First Bank offer, and which customer segments does it serve?",F_Simple
"What technology platform, digital channel, or core banking system is specifically associated with Union Bank of India?",F_LogUnion
Who are Equitas Small Finance Bank's main named competitors?,F_Simple
Which segment has the highest average capital adequacy ratio?,F_GroupAggregate
"How would a rise in the RBI repo rate be expected to affect PSU banks versus Private banks differently, based on the drivers described?",F_CompMore
"What is Bank of India's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
What are Bank of India's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"Compare the CASA ratio of Kotak Mahindra Bank and IndusInd Bank. Which is stronger, and by how much?",F_CompMore
What are Yes Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
What is Bank of Baroda's ticker symbol and on which exchange(s) does it trade?,F_Simple
What is the key strength identified for Union Bank of India in the current analysis?,F_Simple
"Does Kotak Mahindra Bank have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
"What products and services does DCB Bank offer, and which customer segments does it serve?",F_Simple
"What percentage of Ujjivan Small Finance Bank is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
"Compare the CASA ratio of Indian Overseas Bank and UCO Bank. Which is stronger, and by how much?",F_CompMore
"What is Canara Bank's provision coverage ratio, and what does that imply about its NPA cushion?",F_Simple
Who are Suryoday Small Finance Bank's main named competitors?,F_Simple
"Does Bank of Baroda have any overseas branches, representative offices, or joint-venture equity stakes, and where?",F_LogUnion
"Compare the return on equity of State Bank of India and HDFC Bank. Which is stronger, and by how much?",F_CompMore
"What customer segment does Karur Vysya Bank appear to prioritize most, based on its product mix and distribution network?",F_Simple
Who are UCO Bank's main named competitors?,F_Simple
Who are South Indian Bank's main named competitors?,F_Simple
"What is UCO Bank's net interest income for the latest reported quarter, and its year-on-year growth rate?",F_Simple
What is the main weakness or vulnerability flagged for IndusInd Bank?,F_LogUnion
"Compare the gross NPA ratio of State Bank of India and Punjab National Bank. Which is stronger, and by how much?",F_CompMore
"What credit ratings has Karur Vysya Bank received, and from which rating agencies?",F_Simple
What is the single primary source cited for HDFC Bank's most recent financial metrics in this dataset?,F_Simple
"What credit ratings has Federal Bank received, and from which rating agencies?",F_Simple
"What credit ratings has Equitas Small Finance Bank received, and from which rating agencies?",F_Simple
"What percentage of State Bank of India is held by its government promoter or largest shareholder, and as of what date?",F_LogUnion
"What is State Bank of India's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",F_Simple
"What products and services does Karnataka Bank offer, and which customer segments does it serve?",F_Simple
"What is Federal Bank's provision coverage ratio, and what does that imply about its NPA cushion?",F_Simple
What are Suryoday Small Finance Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,F_Simple
"Compare the net interest margin of HDFC Bank and Kotak Mahindra Bank. Which is stronger, and by how much?",F_CompMore
